Datetime,Global_active_power,Sub_metering_1,Sub_metering_2,Sub_metering_3,Global_reactive_power,Voltage,Global_intensity,Global_active_power_is_short_imputed,Global_reactive_power_is_short_imputed,Voltage_is_short_imputed,Global_intensity_is_short_imputed,Sub_metering_1_is_short_imputed,Sub_metering_2_is_short_imputed,Sub_metering_3_is_short_imputed,Global_active_power_is_profile_imputed,Global_reactive_power_is_profile_imputed,Voltage_is_profile_imputed,Global_intensity_is_profile_imputed,Sub_metering_1_is_profile_imputed,Sub_metering_2_is_profile_imputed,Sub_metering_3_is_profile_imputed
2006-12-17 13:00:00,99.646,0.0,3.0,1057.0,0.17153333,239.92067,6.923333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-17 14:00:00,125.558,0.0,20.0,1094.0,0.2574,244.04567,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-17 15:00:00,179.124,418.0,12.0,1062.0,0.0886,240.48082,12.426666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-17 16:00:00,199.562,515.0,4.0,1030.0,0.09313333,236.78183,14.006667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-17 17:00:00,204.406,0.0,28.0,1009.0,0.16663334,234.22983,14.509999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-17 18:00:00,221.826,0.0,0.0,1010.0,0.13506667,234.37233,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-17 19:00:00,174.504,0.0,31.0,1001.0,0.26516667,233.19566,12.516666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-17 20:00:00,201.69,0.0,67.0,1027.0,0.27150002,236.4265,14.276667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-17 21:00:00,182.446,0.0,72.0,1050.0,0.26796666,239.10417,12.716666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-17 22:00:00,91.08,0.0,25.0,150.0,0.23536666,242.19234,6.383333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-17 23:00:00,26.264,0.0,48.0,0.0,0.2218,245.734,1.9966667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 00:00:00,16.582,0.0,2.0,0.0,0.09906667,244.6075,1.2233334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 01:00:00,18.798,0.0,35.0,0.0,0.15190001,243.51933,1.4166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 02:00:00,17.068,0.0,0.0,0.0,0.10906667,246.891,1.2566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 03:00:00,18.596,0.0,34.0,0.0,0.14776666,245.73184,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 04:00:00,61.58,0.0,4.0,753.0,0.080000006,245.507,4.1766667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 05:00:00,17.61,0.0,28.0,0.0,0.12193333,245.25317,1.2933333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 06:00:00,36.6,0.0,5.0,0.0,0.112900004,245.70433,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 07:00:00,147.026,5.0,27.0,678.0,0.15300001,240.96234,10.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 08:00:00,124.928,748.0,2.0,1041.0,0.07373333,237.88034,8.726666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 09:00:00,97.76,310.0,29.0,1036.0,0.08516667,237.40468,6.8166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 10:00:00,78.578,0.0,0.0,1050.0,0.052833334,239.0805,5.4266667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 11:00:00,93.716,0.0,31.0,1056.0,0.12733333,239.771,6.4700003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 12:00:00,105.364,0.0,0.0,1081.0,0.087299995,242.58,7.2466664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 13:00:00,100.924,0.0,32.0,1042.0,0.1265,241.95416,6.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 14:00:00,103.982,0.0,0.0,1043.0,0.0493,242.1965,7.096667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 15:00:00,107.058,0.0,31.0,1079.0,0.10406666,242.42351,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 16:00:00,116.958,0.0,0.0,1079.0,0.20443334,242.38066,8.096666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 17:00:00,129.294,0.0,20.0,1047.0,0.0978,238.72917,8.993333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 18:00:00,144.152,0.0,15.0,1015.0,0.0791,236.6685,10.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 19:00:00,156.87,0.0,546.0,0.0,0.20076667,235.32916,11.190001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 20:00:00,183.034,0.0,30.0,795.0,0.12036667,234.52434,13.046666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 21:00:00,130.184,0.0,0.0,223.0,0.07173333,237.59084,9.240001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 22:00:00,104.328,0.0,531.0,0.0,0.10796667,240.2115,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-18 23:00:00,92.836,0.0,1219.0,0.0,0.1325,242.65933,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 00:00:00,50.228,0.0,58.0,489.0,0.09283333,242.07115,3.5433335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 01:00:00,21.182,0.0,15.0,44.0,0.07586667,241.80833,1.5699999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 02:00:00,19.634,0.0,38.0,0.0,0.10573333,245.7795,1.4633334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 03:00:00,18.498,0.0,10.0,0.0,0.073,244.46317,1.3633333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 04:00:00,19.67,0.0,43.0,0.0,0.10246667,244.18651,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 05:00:00,18.4,0.0,10.0,0.0,0.07086667,243.07584,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 06:00:00,47.78,0.0,41.0,0.0,0.1068,242.02968,3.4666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 07:00:00,107.138,0.0,0.0,444.0,0.08443333,239.42618,7.5433335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 08:00:00,232.742,561.0,1571.0,1026.0,0.122433335,236.14633,16.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 09:00:00,97.066,278.0,862.0,196.0,0.08746667,239.57233,6.9633336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 10:00:00,26.228,0.0,85.0,0.0,0.12576666,242.30566,1.9433333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 11:00:00,139.298,0.0,2061.0,0.0,0.084533334,240.325,9.863333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 12:00:00,25.84,0.0,175.0,0.0,0.1327,242.95866,1.9233334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 13:00:00,18.028,0.0,37.0,0.0,0.08176667,243.60251,1.2933333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 14:00:00,18.128,0.0,45.0,0.0,0.11886667,246.94583,1.3333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 15:00:00,25.282,0.0,10.0,133.0,0.08086667,241.74068,1.8066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 16:00:00,82.328,0.0,43.0,1082.0,0.09166667,242.71434,5.613333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 17:00:00,126.69,0.0,10.0,1046.0,0.14443333,238.60667,8.843333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 18:00:00,132.282,0.0,44.0,1038.0,0.1033,237.64049,9.256667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 19:00:00,110.526,0.0,3.0,699.0,0.07293333,241.08,7.6033335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 20:00:00,176.432,0.0,1614.0,0.0,0.23736666,241.32817,12.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 21:00:00,86.572,0.0,747.0,0.0,0.1065,240.87001,6.3433332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 22:00:00,43.2,0.0,70.0,0.0,0.146,242.67934,3.0133333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-19 23:00:00,23.022,0.0,10.0,0.0,0.0671,246.62717,1.5833334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 00:00:00,27.59,0.0,43.0,0.0,0.146,245.81133,1.9866666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 01:00:00,15.52,0.0,10.0,0.0,0.05666667,243.80534,1.1133333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 02:00:00,47.062,0.0,42.0,476.0,0.1236,245.56749,3.243333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 03:00:00,18.602,0.0,10.0,42.0,0.06846666,246.15083,1.3433334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 04:00:00,17.34,0.0,28.0,0.0,0.097433336,246.43365,1.2466667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 05:00:00,15.762,0.0,12.0,0.0,0.0772,244.79549,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 06:00:00,17.016,0.0,0.0,0.0,0.06656667,244.074,1.1800001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 07:00:00,91.598,0.0,31.0,280.0,0.1923,243.315,6.436667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 08:00:00,175.056,0.0,577.0,1057.0,0.088199995,239.79233,12.203334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 09:00:00,83.132,0.0,32.0,1086.0,0.10836666,243.12283,5.6266665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 10:00:00,90.618,0.0,194.0,1063.0,0.047166664,240.5805,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 11:00:00,173.544,0.0,1510.0,1062.0,0.1652,240.51317,12.073334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 12:00:00,85.262,0.0,5.0,1081.0,0.07213333,242.60634,5.826667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 13:00:00,85.704,0.0,28.0,1080.0,0.11016667,242.46767,5.8799996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 14:00:00,77.694,0.0,3.0,995.0,0.09266666,244.0345,5.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 15:00:00,16.868,0.0,12.0,0.0,0.071433336,245.71918,1.2366666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 16:00:00,28.105999,0.0,19.0,0.0,0.10916667,244.1135,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 17:00:00,34.41,0.0,0.0,0.0,0.07736667,242.92067,2.3766668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 18:00:00,170.21,0.0,31.0,631.0,0.15796666,239.24068,11.8933325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 19:00:00,194.918,0.0,0.0,1031.0,0.0877,236.73982,13.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 20:00:00,214.528,0.0,31.0,1027.0,0.26553333,236.34517,15.136667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 21:00:00,218.764,0.0,0.0,1024.0,0.1605,235.99234,15.403334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 22:00:00,183.538,0.0,22.0,1049.0,0.088099994,238.8605,12.753333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-20 23:00:00,142.906,0.0,8.0,1079.0,0.1534,242.39116,9.786667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 00:00:00,92.152,0.0,0.0,1088.0,0.15553333,243.42583,6.3233333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 01:00:00,83.878,0.0,31.0,1091.0,0.12183333,243.69817,5.6866665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 02:00:00,76.494,0.0,0.0,1032.0,0.039300002,243.65366,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 03:00:00,18.156,0.0,30.0,0.0,0.11986666,244.56717,1.3333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 04:00:00,14.804,0.0,0.0,0.0,0.0425,244.74017,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 05:00:00,17.442,0.0,23.0,0.0,0.10583333,243.9495,1.2633334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 06:00:00,17.74,0.0,8.0,0.0,0.05316667,244.85051,1.2199999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 07:00:00,76.828,0.0,0.0,0.0,0.08383334,241.29367,5.3700004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 08:00:00,93.782,0.0,30.0,305.0,0.15300001,239.49449,6.5933332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 09:00:00,154.548,666.0,562.0,1046.0,0.0517,238.47768,10.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 10:00:00,106.062,569.0,31.0,890.0,0.0708,239.70601,7.4033337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 11:00:00,31.5,0.0,0.0,0.0,0.10783333,241.60216,2.3366666,1,1,1,1,1,1,1,0,0,0,0,0,0,0
2006-12-21 12:00:00,49.148,0.0,460.0,0.0,0.13116667,242.67416,3.5833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 13:00:00,101.294,0.0,1192.0,233.0,0.0645,241.79784,7.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 14:00:00,61.434002,0.0,72.0,500.0,0.1185,243.3195,4.336667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 15:00:00,18.444,0.0,10.0,0.0,0.045700002,242.90633,1.3633333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 16:00:00,81.604,0.0,43.0,1037.0,0.0969,239.90633,5.6233335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 17:00:00,105.158,0.0,10.0,719.0,0.14803334,235.01833,7.5333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 18:00:00,146.598,0.0,42.0,1006.0,0.119833335,233.89433,10.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 19:00:00,131.828,281.0,10.0,702.0,0.09443334,235.0005,9.3566675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 20:00:00,146.242,249.0,36.0,257.0,0.25126666,234.50032,10.440001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 21:00:00,58.936,0.0,2.0,515.0,0.0443,238.31218,4.1033335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 22:00:00,16.816,0.0,12.0,0.0,0.09346666,242.8665,1.2066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-21 23:00:00,16.226,0.0,19.0,0.0,0.08946667,245.35033,1.1733334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 00:00:00,16.016,0.0,0.0,0.0,0.07913334,245.67818,1.1433333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 01:00:00,16.32,0.0,31.0,0.0,0.092700005,244.45384,1.1733334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 02:00:00,16.058,0.0,0.0,0.0,0.07926667,246.83783,1.1433333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 03:00:00,16.432,0.0,31.0,0.0,0.09353333,245.79283,1.1733334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 04:00:00,15.856,0.0,0.0,0.0,0.07226667,245.35951,1.1366667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 05:00:00,48.41,0.0,23.0,534.0,0.08406667,245.11934,3.3300002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 06:00:00,28.778,0.0,8.0,0.0,0.0861,245.30933,2.0333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 07:00:00,103.392,0.0,0.0,224.0,0.10606667,240.929,7.2066665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 08:00:00,164.664,667.0,31.0,1063.0,0.10803333,240.45033,11.426666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 09:00:00,113.778,601.0,0.0,1055.0,0.045533333,239.54965,7.8700004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 10:00:00,80.698,0.0,30.0,1055.0,0.09443333,239.67934,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 11:00:00,75.154,225.0,0.0,762.0,0.0807,238.3455,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 12:00:00,73.708,638.0,34.0,0.0,0.384,240.199,5.516667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 13:00:00,40.314,0.0,0.0,0.0,0.24780001,240.68584,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 14:00:00,48.934,0.0,34.0,362.0,0.1617,240.83116,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 15:00:00,87.098,0.0,0.0,1075.0,0.0987,241.859,5.9733334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 16:00:00,94.272,0.0,32.0,1074.0,0.13856667,241.79485,6.476667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 17:00:00,89.808,0.0,0.0,631.0,0.0918,238.84467,6.2433333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 18:00:00,161.218,0.0,31.0,234.0,0.30563334,237.50766,11.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 19:00:00,236.29,0.0,0.0,1036.0,0.2473,237.406,16.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 20:00:00,212.164,469.0,34.0,1021.0,0.13980001,235.5305,15.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 21:00:00,272.92,551.0,0.0,1005.0,0.06593333,235.13617,19.453333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 22:00:00,183.904,0.0,23.0,0.0,0.08923333,239.19968,12.983334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-22 23:00:00,145.152,0.0,8.0,0.0,0.1228,241.93,10.266666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 00:00:00,101.894,0.0,2.0,0.0,0.08246667,243.02032,7.436667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 01:00:00,103.368004,0.0,29.0,0.0,0.117400005,243.8125,7.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 02:00:00,102.046,0.0,0.0,0.0,0.06813333,243.84134,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 03:00:00,106.292,0.0,31.0,0.0,0.10666667,243.687,7.6566668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 04:00:00,113.496,0.0,0.0,124.0,0.06436667,243.00601,8.156667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 05:00:00,133.746,0.0,28.0,424.0,0.11276666,242.44917,9.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 06:00:00,98.962,0.0,3.0,0.0,0.071833335,242.46683,7.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 07:00:00,241.40201,0.0,0.0,651.0,0.055533335,237.767,16.983334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 08:00:00,251.45,0.0,31.0,1050.0,0.09536667,239.10318,17.556667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 09:00:00,194.784,0.0,0.0,1066.0,0.07813334,240.8125,13.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 10:00:00,178.33,0.0,31.0,516.0,0.20293333,239.137,12.559999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 11:00:00,189.54,0.0,0.0,649.0,0.10573333,237.71501,13.303333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 12:00:00,175.728,0.0,10.0,574.0,0.09096667,238.7565,12.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 13:00:00,204.378,0.0,21.0,1057.0,0.1617,239.85083,14.3133335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 14:00:00,225.478,0.0,0.0,1063.0,0.2449,240.50099,15.759999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 15:00:00,242.946,0.0,31.0,1070.0,0.33096665,241.31349,16.896666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 16:00:00,260.94598,76.0,65.0,1063.0,0.4026,240.47684,18.216667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 17:00:00,327.152,971.0,40.0,1005.0,0.21596667,233.64418,23.359999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 18:00:00,232.76399,0.0,1.0,1041.0,0.099766664,238.0005,16.363333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 19:00:00,247.06999,0.0,36.0,1048.0,0.20533332,238.72932,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 20:00:00,250.884,0.0,21.0,1045.0,0.12476667,238.51883,17.596668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 21:00:00,197.306,0.0,13.0,340.0,0.23576666,238.59467,13.8933325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 22:00:00,259.676,866.0,30.0,0.0,0.28903332,238.19034,18.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-23 23:00:00,333.748,756.0,2.0,940.0,0.12806667,239.8715,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-24 00:00:00,241.68,0.0,30.0,1052.0,0.09066667,239.11266,17.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-24 01:00:00,196.54199,437.0,2.0,1038.0,0.051766668,237.61066,14.016666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-24 02:00:00,138.182,461.0,22.0,220.0,0.10373333,244.43266,10.066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-24 03:00:00,96.406,0.0,9.0,0.0,0.0719,246.862,7.3466663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-24 04:00:00,94.566,0.0,3.0,0.0,0.067899995,245.86617,7.266667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-24 05:00:00,97.914,0.0,28.0,0.0,0.10846666,245.83566,7.5333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-24 06:00:00,113.712,0.0,0.0,0.0,0.050666668,245.59084,8.446667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-24 07:00:00,88.584,0.0,31.0,0.0,0.09966667,242.79533,6.9700003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
